V1 V2 V3
65.01 99.0146231930416 0.1
65.01 91.6731617488158 0.14
65.01 87.8747225261093 0.18
65.01 85.6662627662042 0.22
65.01 84.2613913168067 0.26
65.01 83.3067274582374 0.3
65.01 82.6253393443541 0.34
65.01 82.1204833599837 0.38
65.01 81.7354012772722 0.42
65.01 81.4348459794417 0.46
65.01 81.1958858628469 0.5

73.509 115.155974636865 0.1
73.509 105.639657144405 0.14
73.509 98.8798040772866 0.18
73.509 94.27715449778 0.22
73.509 91.0738509888345 0.26
73.509 88.7720975494649 0.3
73.509 87.0674907003037 0.34
73.509 85.7718176581807 0.38
73.509 84.7651944256932 0.42
73.509 83.9687201706665 0.46
73.509 83.3288250246152 0.5

82.008 121.162034018889 0.1
82.008 113.614823444066 0.14
82.008 106.58192132062 0.18
82.008 101.04481544312 0.22
82.008 96.8345577777581 0.26
82.008 93.6283717638506 0.3
82.008 91.1569029616466 0.34
82.008 89.2235754998264 0.38
82.008 87.6892636243768 0.42
82.008 86.4554719281627 0.46
82.008 85.451671289502 0.5

90.507 123.495870509945 0.1
90.507 118.150561563505 0.14
90.507 111.808314044503 0.18
90.507 106.142983855806 0.22
90.507 101.485854507095 0.26
90.507 97.7461738752592 0.3
90.507 94.7518202199364 0.34
90.507 92.3426002066947 0.38
90.507 90.3892794100852 0.42
90.507 88.7922393788392 0.46
90.507 87.4757018368701 0.5

99.006 124.442314258699 0.1
99.006 120.810980590405 0.14
99.006 115.404788655386 0.18
99.006 109.980631977196 0.22
99.006 105.202880487435 0.26
99.006 101.18296766054 0.3
99.006 97.8528770487253 0.34
99.006 95.1034977772386 0.38
99.006 92.8291952827783 0.42
99.006 90.9399047529807 0.46
99.006 89.3623706788494 0.5

107.505 124.83829258398 0.1
107.505 122.411852845323 0.14
107.505 117.932411110935 0.18
107.505 112.908495666241 0.22
107.505 108.190028976108 0.26
107.505 104.050101951477 0.3
107.505 100.515490401199 0.34
107.505 97.5291685472526 0.38
107.505 95.0134642713362 0.42
107.505 92.8927435774497 0.46
107.505 91.100591063519 0.5

116.004 125.008213878956 0.1
116.004 123.394779426613 0.14
116.004 119.740812112175 0.18
116.004 115.176402250345 0.22
116.004 110.616924632588 0.26
116.004 106.457315101789 0.3
116.004 102.807507698282 0.34
116.004 99.6595141293817 0.38
116.004 96.9638923128233 0.42
116.004 94.6610652159563 0.46
116.004 92.693476754734 0.5

124.503 125.082718419345 0.1
124.503 124.008784441351 0.14
124.503 121.053584112032 0.18
124.503 116.956531330375 0.22
124.503 112.611155901462 0.26
124.503 108.495937403072 0.3
124.503 104.792009909585 0.34
124.503 101.536681213289 0.38
124.503 98.7077095658246 0.42
124.503 96.2617440643285 0.46
124.503 94.1508306300069 0.5

133.002 125.116016922432 0.1
133.002 124.39819863726 0.14
133.002 122.018498187287 0.18
133.002 118.369405070965 0.22
133.002 114.266624049028 0.26
133.002 110.237574899048 0.3
133.002 106.522148909342 0.34
133.002 103.199042620595 0.38
133.002 100.271920436882 0.42
133.002 97.7133185056021 0.46
133.002 95.4850255460536 0.5

141.501 125.131161882581 0.1
141.501 124.648542016097 0.14
141.501 122.735594924269 0.18
141.501 119.501520456565 0.22
141.501 115.652995248266 0.26
141.501 111.737457698914 0.3
141.501 108.040962851081 0.34
141.501 104.67939339316 0.38
141.501 101.680963253769 0.42
141.501 99.0336328293379 0.46
141.501 96.7088406185556 0.5

150 125.13816366406 0.1
150 124.811467388099 0.14
150 123.273835397909 0.18
150 120.416314863589 0.22
150 116.822865734533 0.26
150 113.038321844972 0.3
150 109.382846531313 0.34
150 106.00497781883 0.38
150 102.956010974488 0.42
150 100.238842642445 0.46
150 97.8343997319369 0.5
