V1 V2 V3
1 104.900164768753 0.01
1 104.48338309489 0.014
1 104.068176750288 0.018
1 103.654543093338 0.022
1 103.242479357424 0.026
1 102.831982655773 0.03
1 102.423049986177 0.034
1 102.015678235587 0.038
1 101.609864184582 0.042
1 101.205604511718 0.046
1 100.802895797755 0.05

5.9 108.843939850794 0.01
5.9 107.259848532497 0.014
5.9 105.678142901491 0.018
5.9 104.099912910584 0.022
5.9 102.526216193477 0.026
5.9 100.958076523468 0.03
5.9 99.3964824394456 0.034
5.9 97.8423860387185 0.038
5.9 96.2967019353285 0.042
5.9 94.7603063816985 0.046
5.9 93.2340365506769 0.05

10.8 111.964918893073 0.01
10.8 109.794789787666 0.014
10.8 107.620215085021 0.018
10.8 105.444340566061 0.022
10.8 103.270236131652 0.026
10.8 101.10088464491 0.03
10.8 98.9391717030921 0.034
10.8 96.7878763809192 0.038
10.8 94.6496629761685 0.042
10.8 92.5270737775036 0.046
10.8 90.4225228639556 0.05

15.7 113.661342571913 0.01
15.7 111.137857242321 0.014
15.7 108.602016331142 0.018
15.7 106.059340141836 0.022
15.7 103.515222258014 0.026
15.7 100.974899672378 0.03
15.7 98.4434254654679 0.034
15.7 95.9256442226296 0.038
15.7 93.42617033139 0.042
15.7 90.9493692554559 0.046
15.7 88.4993418364763 0.05

20.6 114.324563676405 0.01
20.6 111.586906910203 0.014
20.6 108.829100192215 0.018
20.6 106.059082928234 0.022
20.6 103.284605164633 0.026
20.6 100.513171303303 0.03
20.6 97.7519891136619 0.034
20.6 95.0079245032441 0.038
20.6 92.2874623823424 0.042
20.6 89.5966738327195 0.046
20.6 86.9411896684703 0.05

25.5 114.251923626006 0.01
25.5 111.390038661064 0.014
25.5 108.500806183191 0.018
25.5 105.59448365215 0.022
25.5 102.681061894916 0.026
25.5 99.7701769476847 0.03
25.5 96.8710312773766 0.034
25.5 93.9923252212073 0.038
25.5 91.1421992124488 0.042
25.5 88.3281870939814 0.046
25.5 85.5571805660501 0.05

30.4 113.67934468238 0.01
30.4 110.753455448408 0.014
30.4 107.793769442569 0.018
30.4 104.812686314633 0.022
30.4 101.822246780149 0.026
30.4 98.8340095123837 0.03
30.4 95.85894293315 0.034
30.4 92.9073331639065 0.038
30.4 89.988708903613 0.042
30.4 87.1117835196128 0.046
30.4 84.2844141875666 0.05

35.3 112.780426255921 0.01
35.3 109.831675696916 0.014
35.3 106.84342756215 0.018
35.3 103.83001316748 0.022
35.3 100.805299093594 0.026
35.3 97.782528226327 0.03
35.3 94.774182636507 0.034
35.3 91.7918699503936 0.038
35.3 88.8462340543232 0.042
35.3 85.9468902089784 0.046
35.3 83.1023839466487 0.05

40.2 111.679255642788 0.01
40.2 108.736004896002 0.014
40.2 105.748240576681 0.018
40.2 102.732003984557 0.022
40.2 99.702755100098 0.026
40.2 96.6751786842014 0.03
40.2 93.6630204584002 0.034
40.2 90.6789552883133 0.038
40.2 87.7344880858743 0.042
40.2 84.8398870236373 0.046
40.2 82.0041476589605 0.05

45.1 110.463517611792 0.01
45.1 107.545293056223 0.014
45.1 104.578138301538 0.018
45.1 101.579585744629 0.022
45.1 98.5664623755244 0.026
45.1 95.5546632454537 0.03
45.1 92.558964355022 0.034
45.1 89.5928769598765 0.038
45.1 86.66854360701 0.042
45.1 83.7966746894782 0.046
45.1 80.9865229994571 0.05

50 109.19474747294 0.01
50 106.314825573524 0.014
50 103.382068739078 0.018
50 100.41529256428 0.022
50 97.4324790362857 0.026
50 94.4505206716169 0.03
50 91.4850142566771 0.034
50 88.5501060023672 0.038
50 85.6583877020183 0.042
50 82.820841527651 0.046
50 80.0468294876246 0.05
