cocodate cocoprice shareprice
2015-03-31 1 1
2015-04-01 1.001852212907 1.00756143667297
2015-04-02 1.00477675960226 1.01323251417769
2015-04-07 1.00682394228895 1.02079395085066
2015-04-08 1.00974848898421 1.0226843100189
2015-04-09 1.01189315656073 1.05103969754253
2015-04-10 1.01091830766231 1.06616257088847
2015-04-13 1.01218561123026 1.07561436672968
2015-04-14 1.0289530122831 1.07183364839319
2015-04-15 1.00945603431468 1.07561436672968
2015-04-16 1.00438682004289 1.05671077504726
2015-04-17 1.00536166894131 1.04347826086957
2015-04-20 1.00584909339052 1.06805293005671
2015-04-21 1.00341197114447 1.06805293005671
2015-04-22 1.0048742444921 1.05671077504726
2015-04-23 1.00731136673816 1.06616257088847
2015-04-24 1.00877364008579 1.09640831758034
2015-04-27 1.01169818678105 1.1304347826087
2015-04-28 1.01335542990836 1.12665406427221
2015-04-29 1.00360694092416 1.12476370510397
2015-04-30 1.00779879118737 1.12854442344045
2015-05-04 1.00604406317021 1.12476370510397
2015-05-05 1.00779879118737 1.08884688090737
2015-05-06 1.00019496977968 1.10018903591682
2015-05-07 0.997075453304738 1.09829867674858
2015-05-08 1.0048742444921 1.11531190926276
2015-05-11 1.00731136673816 1.10018903591682
2015-05-12 1.00146227334763 1.07939508506616
2015-05-13 1.00653148761942 1.06805293005671
2015-05-14 1.02310391889257 1.07561436672968
2015-05-15 1.00828621563658 1.07372400756144
2015-05-18 1.00458178982258 1.07750472589792
2015-05-19 1.00458178982258 1.07372400756144
2015-05-20 1.00653148761942 1.08506616257089
2015-05-21 1.00701891206863 1.0812854442344
2015-05-22 1.00438682004289 1.09073724007561
2015-05-25 1.02437122246052 1.08506616257089
2015-05-26 1.005556638721 1.08506616257089
2015-05-27 1.00438682004289 1.10018903591682
2015-05-28 1.00165724312732 1.09640831758034
2015-05-29 1.00311951647495 1.0945179584121
2015-06-01 1.00107233378826 1.09829867674858
2015-06-02 1.0011698186781 1.09829867674858
2015-06-03 1.00263209202574 1.10018903591682
2015-06-04 0.999707545330474 1.08884688090737
2015-06-05 0.99532072528758 1.08884688090737
2015-06-08 0.999707545330474 1.08884688090737
2015-06-09 0.991421329693898 1.07939508506616
2015-06-10 0.987034509651004 1.07939508506616
2015-06-11 0.992201208812634 1.07561436672968
2015-06-12 0.990933905244687 1.06805293005671
2015-06-15 0.977286020666797 1.05482041587902
2015-06-16 0.98118541626048 1.04725897920605
2015-06-17 0.983135114057321 1.03969754253308
2015-06-18 0.980697991811269 1.03402646502836
2015-06-19 0.983232598947163 1.03969754253308
2015-06-22 0.993858451939949 1.0586011342155
2015-06-23 0.998732696432053 1.05671077504726
2015-06-24 0.998732696432053 1.0586011342155
2015-06-25 0.995808149736791 1.04536862003781
2015-06-26 0.997270423084422 1.03780718336484
2015-06-29 0.9821602651589 1.01512287334594
