Date cocoprice shareprice
2016-02-11 0.906618304418349 0.745576749425159
2016-02-10 0.935287505691304 0.783286322041314
2016-02-09 0.926063147385794 0.767492389756193
2016-02-08 0.933539652972758 0.778052708502062
2016-02-05 0.965848324385339 0.812478007093585
2016-02-04 0.958217234690393 0.815406670948883
2016-02-03 0.972533383053195 0.797572169315125
2016-02-02 0.997455364765139 0.829780024390017
2016-02-01 0.995570416840567 0.859591699946938
2016-01-29 1.0080992883499 0.873611305052085
2016-01-28 0.999198622941645 0.847614526023776
2016-01-27 1.00337150459099 0.851961906889714
2016-01-26 1.01944365727918 0.84202530231519
2016-01-25 1.01027013535817 0.840161607134545
2016-01-22 1.00575829507513 0.850986306215731
2016-01-21 1.0065977623691 0.836167974604593
2016-01-20 1.01342658573949 0.826585118366055
2016-01-19 1.01643601077554 0.867133986836838
2016-01-15 1.01780488788132 0.861898511464239
2016-01-14 1.01687204763621 0.890823954347846
2016-01-13 1.01811049903248 0.895793187551782
2016-01-12 1.02265198152223 0.896325671889109
2016-01-11 1.01996447085104 0.883371035458616
2016-01-08 1.01933309184816 0.885677846975917
2016-01-07 1.01496990723175 0.890823954347846
2016-01-06 1.01497213039725 0.902004263598365
2016-01-05 1.01504371632645 0.927381052122024
2016-01-04 1.01403825267491 0.923476787592743
2015-12-30 0.984594648751707 0.954353431824317
2015-12-29 0.986859165133176 0.96641997374815
2015-12-23 1.00177586460389 0.95985514936558
2015-12-22 0.984102291698285 0.939801342381843
2015-12-18 0.982379338433374 0.939091983876523
2015-12-17 0.997886658872743 0.943528732743132
2015-12-16 0.979179314008195 0.924186146098063
2015-12-15 0.979671671061618 0.907859729475615
2015-12-14 0.982133159906663 0.87689371724337
2015-12-11 0.98582539317423 0.88372664562795
2015-12-10 0.983610082855896 0.906441012464974
2015-12-09 0.986071571700941 0.907859729475615
2015-12-08 0.990502192337608 0.907859729475615
2015-12-07 0.990128107688951 0.925604863108703
2015-12-03 0.987666618843906 0.935543329516575
2015-12-02 0.989517626441797 0.959143929026913
2015-12-01 0.988286882019275 0.956483369173625
2015-11-30 0.988286882019275 0.93962446821385
2015-11-25 0.983614529186902 0.947432997272414
2015-11-24 0.988466958425026 0.940689436888504
2015-11-20 0.977635696093869 0.942463764068478
2015-11-19 0.972650025136591 0.931815939155286
2015-11-18 0.978021341203141 0.924186146098063
2015-11-17 0.97409033996054 0.921346850243435
2015-11-16 0.975200885234861 0.907327245138288
2015-11-13 0.974256336318106 0.910699025330243
2015-11-12 0.978871776113598 0.924541756267397
2015-11-10 0.983528863209516 0.928799769132665
2015-11-09 0.988367805243588 0.936252688021895
2015-11-06 0.991628892614585 0.936608298191229
2015-11-05 0.980233687300804 0.917265711546159
2015-11-04 0.971840051838291 0.921169976075441
2015-11-03 0.968487221837532 0.895970061719775
2015-11-02 0.966666745712551 0.893486376034481
2015-10-30 0.980930575580513 0.900762420755718
2015-10-29 0.980930575580513 0.909989666824922
2015-10-28 0.981028543073683 0.914426415691531
2015-10-27 0.979462841715359 0.907682855307621
2015-10-26 0.977261315023145 0.910522151162249
2015-10-23 0.976038129363333 0.919216912894127
2015-10-22 0.968057706262331 0.89721376639577
2015-10-21 0.966253385140006 0.898496569572058
2015-10-20 0.965030199480194 0.903402500442185
2015-10-19 0.964051710236758 0.906381433797861
2015-10-16 0.973592054465776 0.912864337513149
2015-10-15 0.958914715814236 0.909360367153536
2015-10-14 0.955245455256868 0.903402500442185
2015-10-13 0.963807162031416 0.91198927583992
2015-10-09 0.960626997884732 0.93248806099366
2015-10-08 0.953777721391713 0.927757142458179
2015-10-07 0.955245455256868 0.926357043781011
2015-10-06 0.944237525373729 0.91356624868508
2015-10-05 0.944237525373729 0.913391236350434
2015-10-02 0.936898856047959 0.889561631338379
2015-10-01 0.939345079156549 0.881326742443284
2015-09-30 0.940568116605327 0.873791902886773
2015-09-29 0.933172386031644 0.850751715213971
2015-09-28 0.95812208320686 0.856709581925322
2015-09-25 0.951103846135605 0.882376816451159
2015-09-24 0.945470789383821 0.855220115247484
2015-09-23 0.968604160342996 0.873879409054096
2015-09-22 0.964955797541357 0.853993167071615
2015-09-21 0.956709632057216 0.86748401150613
2015-09-18 0.950985129097739 0.85968665344765
2015-09-17 0.96451768572621 0.880449818936707
2015-09-16 0.951632070259144 0.899023468409343
2015-09-15 0.961484991557899 0.891488628852831
2015-09-14 0.961882197127789 0.877470885581032
2015-09-11 0.959878680376385 0.883603764627028
2015-09-10 0.958198856522234 0.885180737472189
2015-09-09 0.963207796611777 0.90918535481889
2015-09-08 0.961359753234557 0.883428752292382
2015-09-04 0.971859615694718 0.864680090485101
2015-09-03 0.969386566389057 0.887809646158572
2015-09-01 0.962283700817651 0.87431693989071
2015-08-31 0.96408609519654 0.87431693989071
2015-08-28 0.9619140625 0.908835330149598
2015-08-27 0.961689374573152 0.910587315329405
2015-08-26 0.94175662088329 0.869411009020582
2015-08-25 0.944199731560176 0.888509695497156
2015-08-24 0.922905214894142 0.854605710242876
2015-08-21 0.942279805831689 0.913214362182441
2015-08-20 0.943883745636667 0.937745878366427
2015-08-19 0.953455362393762 0.947207715437391
2015-08-18 0.948037359851647 0.97418940430642
2015-08-17 0.950036578483078 0.97699332532745
2015-08-14 0.950831730678024 0.977693374666034
2015-08-13 0.952234992743588 0.982951192038801
2015-08-12 0.954870333130976 0.976308170655645
2015-08-11 0.956722229995068 1.00021224900159
2015-08-10 0.965412139313629 1.01181891808864
2015-08-07 0.966375066398543 1.01805419796874
2015-08-06 0.965575319661557 1.0227329851705
2015-08-05 0.958252805338443 1.03000716805839
2015-08-04 0.971571938078616 1.00852719673062
2015-08-03 0.967893340226134 1.00696884221893
2015-07-31 0.959202541641372 1.00419657236481
2015-07-30 0.954270523078236 0.999692797497696
2015-07-29 0.956505693675064 0.998653894489904
2015-07-28 0.975072534479815 0.9932843671163
2015-07-27 0.959784862792154 0.977173923162138
2015-07-24 0.980267034783351 0.98635462339766
2015-07-23 0.972372425870769 1.00333081985831
2015-07-22 0.965964966468736 1.00021224900159
2015-07-21 0.973234421241843 1.01580324145186
2015-07-20 0.986489230393459 1.01632269295575
2015-07-17 0.967026453890955 1.0050623248713
2015-07-16 0.981451389152375 1.00748829372283
2015-07-15 0.964757342967446 0.993111216615001
2015-07-14 0.965551605896191 0.992070451773862
2015-07-13 0.985623381535514 0.996401076139675
2015-07-10 0.970042548423509 0.979944331182916
2015-07-09 0.968520124686978 0.977000772660839
2015-07-08 0.967170366804523 0.96868582493181
2015-07-07 0.981649399093186 0.967646921924018
2015-07-06 0.966573076339353 0.98410180504743
2015-07-02 0.964012878945971 1.00125301384273
2015-07-01 0.961101124981029 0.988953742750486
2015-06-30 0.951701581233874 0.98756667690675
2015-06-29 0.962562189349674 0.999692797497696
2015-06-26 0.963480060280392 1.02186537083066
2015-06-25 0.966142967920018 1.02948771655449
2015-06-24 0.967567275952345 1.04317219165712
2015-06-23 0.966664967180149 1.04092123514024
2015-06-22 0.955890469674837 1.04282589065453
2015-06-19 0.942993145536121 1.02342558717569
2015-06-18 0.942592679323494 1.01788104746744
2015-06-17 0.952852588120352 1.02342558717569
2015-06-16 0.955637325229549 1.03052661956228
2015-06-15 0.967920462845272 1.03936288062855
2015-06-12 0.969874032478373 1.05270105472859
2015-06-11 0.975764828217484 1.05893633460869
2015-06-10 0.968459654585294 1.06257435696931
2015-06-09 0.986976844693808 1.0630938084732
2015-06-08 0.994607193333586 1.07314212304857
2015-06-05 0.991898488484595 1.07210135820743
2015-06-04 0.989922390774397 1.07192820770613
2015-06-03 0.993344583538853 1.08318857579058
2015-06-02 0.995872915560024 1.08163022127889
2015-05-29 0.995274439406587 1.07868480092347
2015-05-28 0.993345621016087 1.08024315543516
2015-05-27 0.99623899681287 1.08318857579058
2015-05-26 0.998167815203369 1.06881149868275
2015-05-22 0.995274439406587 1.07504677856285
2015-05-21 0.996962266656549 1.06447901248359
2015-05-20 0.998167815203369 1.06788989117584
2015-05-19 1.00540081006222 1.05726068459612
2015-05-18 0.995457776455077 1.06051889295389
2015-05-15 0.995756718109728 1.05760326193202
2015-05-14 0.994551169562908 1.05880414444103
2015-05-13 1.01022285603847 1.05263216689474
2015-05-12 0.992863490523979 1.06291879613856
2015-05-11 0.999373215539156 1.08400592063004
2015-05-08 0.994551169562908 1.09909235624319
2015-05-07 0.99093467213348 1.08160601744538
2015-05-06 0.995756718109728 1.084177209298
2015-05-05 1.00540081006222 1.07303413671442
2015-05-04 0.997010435242449 1.07303413671442
2015-04-30 0.998167815203369 1.11109187216652
2015-04-29 0.997408233656473 1.10715037097029
2015-04-28 1.00586974977235 1.10989285149086
2015-04-27 1.00968825884049 1.11314919801529
2015-04-24 1.01397259518705 1.07954869159662
2015-04-23 1.01775716392852 1.04954710903827
2015-04-22 1.03208546559607 1.04148909431117
2015-04-21 1.02476324769502 1.05125999571778
2015-04-20 1.02699367553878 1.05143128438573
2015-04-17 1.02036879055054 1.02863127321473
2015-04-16 1.02909130629648 1.04028821180216
2015-04-15 1.03886241510472 1.05897543310898
2015-04-14 1.04093455356465 1.05657552992432
2015-04-13 1.05145620304674 1.05948929911284
2015-04-10 1.05081029936257 1.04937582037032
2015-04-09 1.04593519383632 1.03548840543283
2015-04-08 1.04027783047503 1.00634326621424
2015-04-07 1.03173539113485 1.00617197754629
2015-04-06 1.03077038909546 1.00617197754629
2015-04-02 1.03077038909546 0.998287113320487
2015-04-01 1.03145512407042 0.991943847106246
2015-03-31 0.985611524652831 0.984057121047095
2015-03-30 1 1
