date coco ed cd
2016-01-22 67.85988416719 59.2998701448983 74.5352846875533
2016-01-21 67.916519278387 56.8479561961951 71.3708600789732
2016-01-20 68.3772733681094 55.2163191582682 69.0108639954207
2016-01-19 68.5803167420814 61.8779254742022 77.3178329638244
2016-01-15 68.6726777102118 61.0524579559466 76.4897182627323
2016-01-14 68.6097408462447 65.4938611615305 80.2513409157802
2016-01-13 68.6933037878263 66.2284980207975 80.7145762242999
2016-01-12 68.9997215648058 66.3067442832705 80.7614215577352
2016-01-11 68.8183882733466 64.3768247272565 79.4634208324061
2016-01-08 68.7757909215956 64.7245409924599 79.7197209218391
2016-01-07 68.4813950295208 65.4938611615305 80.2513409157802
2016-01-06 68.4815499418087 67.1355444490401 81.2290075113036
2016-01-05 68.4863794633713 70.7174804077478 82.7074694374409
2016-01-04 68.4185444890735 70.1789766646293 82.5357192360134
2015-12-30 66.4319404769813 74.3195067391552 83.5010179899171
2015-12-29 66.5847339400784 75.8670293464196 83.6952812716199
2015-12-23 67.5911778383047 75.0298318554317 83.598823192906
2015-12-22 66.3987245067428 72.4013566272019 83.1483345975486
2015-12-18 66.2824686109081 72.3063629529442 83.1270251059132
2015-12-17 67.3287716734206 72.8982058080534 83.2534819044371
2015-12-16 66.0665648043579 70.2771484684812 82.5682323219972
2015-12-15 66.0997807745964 67.9794944582373 81.653322085207
2015-12-14 66.2658606257889 63.3908606022542 78.6811682528613
2015-12-11 66.5149804025775 64.4305437502062 79.5036766113792
2015-12-10 66.3655085365044 67.7759973478341 81.5556381851704
2015-12-09 66.5315883876968 67.9794944582373 81.653322085207
2015-12-08 66.8305321198432 67.9794944582373 81.653322085207
2015-12-07 66.805287982462 70.4730488628839 82.6314956545906
2015-12-03 66.6392081312695 71.8290223215916 83.0137992010663
2015-12-02 66.7641001793662 74.9384564438597 83.5871070202248
2015-12-01 66.68106025377 74.5954535472482 83.5408827254286
2015-11-30 66.68106025377 72.3776837157139 83.1430612391132
2015-11-25 66.3658083355455 73.4145169933716 83.3520840207566
2015-11-24 66.6932112283496 72.5200874774157 83.1744152190843
2015-11-20 65.9624104619833 72.7566425107355 83.2245801768608
2015-11-19 65.6260215756783 71.3237965646627 82.8822635143537
2015-11-18 65.9884294260732 70.2771484684812 82.5682323219972
2015-11-17 65.723204310968 69.8833117255344 82.4344652084249
2015-11-16 65.7981313330701 67.9031895439758 81.6170321273852
2015-11-13 65.7344037904712 68.3848856246176 81.8394180333126
2015-11-12 66.045807555614 70.3263075456376 82.5843088792673
2015-11-10 66.3600264725347 70.9120588317409 82.7656508788167
2015-11-09 66.6865236960551 71.9247243958226 83.037338672868
2015-11-06 66.9065463951714 71.9726474773283 83.0489657930861
2015-11-05 66.1377049180328 69.3130266465634 82.2245597317551
2015-11-04 65.5713728549142 69.8586987623164 82.4258072601241
2015-11-03 65.3451522826158 66.2544990450299 80.7301953680067
2015-11-02 65.2223230490018 65.8884640127404 80.5054615115877
2015-10-30 66.1847230474682 66.9551722507571 81.1316342793782
2015-10-29 66.1847230474682 68.2838370982135 81.7940769788883
2015-10-28 66.1913250148544 68.9133244904386 82.0655020854956
2015-10-27 66.0856935366739 67.9541581723727 81.641317191512
2015-10-26 65.9371492704826 68.3597042679683 81.8281833177205
2015-10-23 65.8546246781541 69.5863015224357 82.327591347938
2015-10-22 65.316168218129 66.437042952677 80.8383822318837
2015-10-21 65.194427939526 66.624805463801 80.9469975805135
2015-10-20 65.1119033471975 67.3380492541761 81.3354821219129
2015-10-19 65.0458836733347 67.7674378490617 81.5514659069634
2015-10-16 65.6895754934971 68.692381689808 81.9732025849139
2015-10-15 64.6992803855549 68.1940634062904 81.7532158581448
2015-10-14 64.4517066085694 67.3380492541761 81.3354821219129
2015-10-13 65.029378754869 68.5682867956465 81.9199650559349
2015-10-09 64.8148148148148 71.4151917246969 82.9069827071874
2015-10-08 64.3526770977751 70.7691184739012 82.7231061993795
2015-10-07 64.4517066085694 70.5766730913445 82.6641011767104
2015-10-06 63.7089852776127 68.7917529047914 82.0151067292471
2015-10-05 63.7089852776127 68.7669900324696 82.0047245271186
2015-10-02 63.2138377236416 65.3059588936157 80.1259475823119
2015-10-01 63.3788869082987 64.06718449628 79.2266508500593
2015-09-30 63.4614115006272 62.9136234152183 78.2726051611298
2015-09-29 62.962412471925 59.2617077544739 74.4898014579782
2015-09-28 64.6457990115321 60.2245464220932 75.599457340867
2015-09-25 64.172268353763 64.2264107412562 79.3494145908538
2015-09-24 63.7922009945041 59.9850729828242 75.3308819623714
2015-09-23 65.3530377668309 62.9271325207759 78.2844414176898
2015-09-22 65.106882168926 59.7871900033564 75.1052321166273
2015-09-21 64.5505037458021 61.9327639783116 77.3707356128363
2015-09-18 64.1642605068977 60.7007495719308 76.118800615281
2015-09-17 65.0773195876289 63.9339277132201 79.1222596680497
2015-09-16 64.2079144109307 66.7017745885912 80.9907478771062
2015-09-15 64.8726964901999 65.592590758002 80.3160872883739
2015-09-14 64.899499447442 63.4792963925209 78.7547202129106
2015-09-11 64.7643163225555 64.4119859593131 79.4897971880141
2015-09-10 64.650981917169 64.6497599063667 79.6654506305646
2015-09-09 64.9889380530973 68.1690750680717 81.7417447401884
2015-09-08 64.8642489745426 64.3855464100024 79.469973112148
2015-09-04 65.5726901278503 61.4922474428116 76.938336071315
2015-09-03 65.4058313632782 65.0442984744635 79.9465602887207
2015-09-01 64.9265905383361 62.9946381914185 78.343350608798
2015-08-31 65.0481959098606 62.9946381914185 78.343350608798
2015-08-28 64.9016542920412 68.1190700381953 81.7186614393381
2015-08-27 64.8864892994211 68.3689827275765 81.8323278774016
2015-08-26 63.5415996396628 62.2338903937153 77.6565442274526
2015-08-25 63.7064407211569 65.1489730188793 80.018992259467
2015-08-24 62.2696657771 59.8860511658268 75.2183851137025
2015-08-21 63.5768985322272 68.7419542557639 81.9941873874744
2015-08-20 63.6851177935261 72.1257115372768 83.0853946313148
2015-08-19 64.3309251326641 73.384838642288 83.3466971007634
2015-08-18 63.9653740497029 76.8435423946548 83.7856524589228
2015-08-17 64.1002628373614 77.1922158457927 83.8128896488617
2015-08-14 64.1539052989043 77.2789624030915 83.819292040629
2015-08-13 64.2485882956879 77.9266106876642 83.8627208175059
2015-08-12 64.4263972374984 77.1071968027145 83.8064727672704
2015-08-11 64.5513520457319 80.0058371879679 83.9594098260389
2015-08-10 65.1376737004632 81.3648269515653 83.9969303305614
2015-08-07 65.202637192166 82.0823520143523 84.0110540651152
2015-08-06 65.1486809004709 82.6151312843879 84.0195516751634
2015-08-05 64.6546200179418 83.4340294209961 84.0299081102321
2015-08-04 65.5532760610335 80.9825246297398 83.9879424991336
2015-08-03 65.3050771496254 80.8006819310356 83.9832669432153
2015-07-31 64.718697936691 80.4758211291353 83.9742187516305
2015-07-30 64.3859311935422 79.9442929325394 83.9573087436921
2015-07-29 64.5367412140575 79.8210160950341 83.9529810851808
2015-07-28 65.7894736842105 79.1798343695223 83.9277285751537
2015-07-27 64.7579920400565 77.2146062808907 83.8145560986832
2015-07-24 66.1399548532731 78.3422281905186 83.8868457575919
2015-07-23 65.6072900566718 80.3740096693021 83.9711895374794
2015-07-22 65.1749728104408 80.0058371879679 83.9594098260389
2015-07-21 65.6654456654457 81.8243190265068 84.0063560212488
2015-07-20 66.5597742432016 81.8839645391235 84.0074781894853
2015-07-17 65.2465937440031 80.5774606208653 83.9771489514683
2015-07-16 66.2198563365829 80.861357440393 83.9848570459592
2015-07-15 65.093493852459 79.1590451082547 83.9268277206057
2015-07-14 65.1470777135517 79.0339360625472 83.9212905549916
2015-07-13 66.5013525698828 79.5528294571368 83.9429966601001
2015-07-10 65.4500902759866 77.5570655655793 83.8388610994444
2015-07-09 65.3473711574706 77.1931393232153 83.8129585728545
2015-07-08 65.2563016999935 76.1534036918296 83.7240839013144
2015-07-07 66.2332187560802 76.0222630982869 83.7111436054363
2015-07-06 65.2159979489809 78.0674357948102 83.8712046362377
2015-07-02 65.0432553668696 80.1289578849457 83.9634972950361
2015-07-01 64.8467984391991 78.6577358795876 83.9033931682736
2015-06-30 64.2126009282218 78.4895623070142 83.8947548414501
2015-06-29 64.9453760162602 79.9442929325394 83.9573087436921
2015-06-26 65.0073113357493 82.516696123894 84.0180957605577
2015-06-25 65.186975324345 83.375927697226 84.0292680001923
2015-06-24 65.2830788804071 84.8876330682529 84.0421941783959
2015-06-23 65.2222010299447 84.6416492606195 84.0405545748323
2015-06-22 64.4952272583602 84.8498571238536 84.041952290135
2015-06-19 63.6250314782171 82.6935930149241 84.0206773058954
2015-06-18 63.598010200869 82.0625430379041 84.0107075918381
2015-06-17 64.2902609802673 82.6935930149241 84.0206773058954
2015-06-16 64.47814679721 83.4920737444693 84.0305344086873
2015-06-15 65.3069103075537 84.470741297001 84.0393217440858
2015-06-12 65.4387204522097 85.917527210616 84.0475868159366
2015-06-11 65.8361840831343 86.5816171141222 84.0500554139165
2015-06-10 65.3432855028634 86.9655589626943 84.051202816623
2015-06-09 66.5926748057714 87.0201697568711 84.0513515234356
2015-06-08 67.107502946183 88.0663770605434 84.0536207867128
2015-06-05 66.9247424709665 87.9589065829942 84.0534323123761
2015-06-04 66.7914090465343 87.9410070533953 84.0534000450425
2015-06-03 67.0223077424826 89.0933864507237 84.0550300822235
2015-06-02 67.1929023419662 88.9353059659684 84.0548535689016
2015-05-29 67.1525247267048 88.6352993985614 84.0544813180562
2015-05-28 67.0223841749089 88.7942255399915 84.054684848304
2015-05-27 67.2175950026028 89.0933864507237 84.0550300822235
2015-05-26 67.3477355543988 87.6178444817437 84.0527717971486
2015-05-22 67.1525247267048 88.2625261717247 84.0539424893076
2015-05-21 67.2663977095263 87.1655433511305 84.0517310359353
2015-05-20 67.3477355543988 87.5219318167986 84.0525676926636
2015-05-19 67.8357626236335 86.4039054998611 84.0494590816627
2015-05-18 67.1648880791254 86.7489508135651 84.050578177039
2015-05-15 67.1850598646538 86.4402825053011 84.0495847317866
2015-05-14 67.1037220197814 86.5676176587288 84.0500100094638
2015-05-13 68.1611140031234 85.9101472586674 84.0475554703276
2015-05-12 66.9898490369599 87.0017762603218 84.0513018196849
2015-05-11 67.4290733992712 89.1761205487114 84.0551174554099
2015-05-08 67.1037220197814 90.6815811366013 84.0562331086267
2015-05-07 66.859708485164 88.9328471966884 84.0548507207946
2015-05-06 67.1850598646538 89.1934434243148 84.0551353294689
2015-05-05 67.8357626236335 88.0552357687523 84.053601660701
2015-05-04 67.2696512233212 88.0552357687523 84.053601660701
2015-04-30 67.3477355543988 91.8504263194252 84.0566788860527
2015-04-29 67.2964928173936 91.4692281152144 84.0565613522609
2015-04-28 67.8673975463326 91.7347446368994 84.0566456211814
2015-04-27 68.1250410886858 92.0483492739792 84.0567313711982
2015-04-24 68.4141114408177 88.7234573099407 84.0545960323024
2015-04-23 68.6694566228245 85.5786722591805 84.0460477059938
2015-04-22 69.6362064378824 84.7038029805161 84.0409834888163
2015-04-21 69.1421683519721 85.7629492133864 84.0469104750758
2015-04-20 69.2926583975863 85.7813445605259 84.046993174061
2015-04-17 68.8456653966981 83.2800071744981 84.0281817153977
2015-04-16 69.4341902141083 84.5722847850113 84.0400638039441
2015-04-15 70.0934579439252 86.5857571421459 84.0500687908984
2015-04-14 70.2332657200811 86.3310821764114 84.0492018281339
2015-04-13 70.9431771615899 86.6401411252089 84.0502423967517
2015-04-10 70.8995972971128 85.5602121525549 84.0459577471656
2015-04-09 70.5706724570808 84.043635357106 84.0358722482666
2015-04-08 70.1889573840793 80.7275288410562 83.981308973526
2015-04-07 69.6125907990315 80.7074832763446 83.9807645407352
2015-04-06 69.5474777448071 80.7074832763446 83.9807645407352
2015-04-02 69.5474777448071 79.7774335381405 83.9514123803724
2015-04-01 69.5936825053996 79.0186995096209 83.9206024590516
2015-03-31 66.5005501262054 78.0619728868102 83.8708815663488
2015-03-30 67.4713610769529 79.980697647451 83.9585562970284
